Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - EMU Bogie Relife 1,16/09/2024,"11,360,832.00",AUD,Downer EDI Rail,PO Box 211 Maryborough QLD 4650,NO,NO,LIMITED,Strategic Partnership ,Stand-alone,1,"Acceptance of Work Package Proposal
Pricing as per Strategic Partnership Agreement",Heavy Overhaul of QR EMU Bogie,As per maintenance schedule,Delivery of overhauls as per Scope of Works and Schedule,CW2320295,,CW2286013,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Vegetation Management Services SEQ Area 1 and 2,2/09/2024,"10,800,000.00",AUD,Green Leaf Services,Po Box 62 Narangba QLD 4504,NO,NO,OPEN,,Stand-alone Agreement,Unlimited,"Mandatory Criteria
Safety - Obtain or ability to obtain Contractor Safety and Environment Prequalification – Category 2, under the Queensland Rail Contractor Safety and Environmental Management (CSEM) requirements. - Pass/Fail
Non-Price Criteria
1 Local Content - 10
2 SME / First Nation - 10
3 Capacity and Capability - 25
4 Proposed Methodology - 15
5 Contract Management - 10
6 Environmental, Risk and Quality Management - 10
NON PRICE TOTAL - 80%
Price Criteria
1 Analyse and compare pricing submitted by Tenderers to ensure best commercial value for Queensland Rail.	- 20
PRICE TOTAL - 20%
TOTAL - 100%",Provide Vegetation Management Services,"Locations - Period - Grass Cutting Schedule
Corridor Areas:
September to April - Minimum every 21 days and Performance-based height set at 400mm.
May to August - Minimum every 28 days and Performance-based height set at 200mm.
Level Crossings:
September to April - Minimum every 21 days,  Performance-based height set at 400mm.
May to August - Minimum every 28 days Performance-based height set at 200mm.","The Contractor is required to attend a monthly meeting at Queensland Rail’s office and participate in reviews of the Contractors performance as required.
Queensland Rail expects a high level of performance from the Contractor and will analyse maintenance performance statistics from various sources such as EAMS and available reports. Results of the analysis will be communicated to the Contractor at monthly meetings or at any other times.",CW2318162,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Vegetation Management Services SEQ Area 3 and 4,2/09/2024,"8,300,000.00",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,OPEN,,,,,,,,CW2318164,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 SUPPLY OF RAIL WELDING SERVICES - AURIZON,2/12/2024,"8,098,722.00",AUD,Aurizon Operations Limited,PO Box 456 Brisbane QLD 4001,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2317550,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 Software Services Provider,19/08/2024,"7,469,135.00",AUD,Data #3 Limited,67 High Street Toowong QLD 4066,NO,NO,OPEN,,,,,,,,CW2317595,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Provision of OEM Parts and Maintenance Services (Plasser),26/11/2024,"6,050,000.00",AUD,Plasser Australia Pty Ltd ,2 Plasser Cresent St Marys NSW 2760,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2317230,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QRP-23-84 - BLACKBOY CREEK EMERGENCY BRIDGE WORKS,7/05/2024,"5,753,084.00",AUD,DT Infrastructure Pty Ltd,60 Martin Place Sydney NSW 2060,YES,NO,LIMITED,Urgency / Emergency,,,,,,,CW2314303,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 KSR Bogie Overhaul Program,19/09/2024,"5,155,938.00",AUD,Wulguru Rail Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,OPEN,,,,,,,,CW2320204,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2023 DIGITAL DELIVERY PANEL (ICT) - DXC,30/06/2023,"4,811,571.43",AUD,DXC Technology Australia Pty Limite,26 Talavara Road Macquarie Park NSW 2113,YES,NO,OPEN,,,,,,,,CW2308301,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 TRACK AND CIVIL LABOUR HIRE SERVICES - KONNECT RAIL,10/12/2024,"4,764,705.00",AUD,Konnect Rail Pty Ltd,202-204 Townsvale Drive Woodhill QLD 4285,NO,NO,OPEN,,,,,,,,CW2321852,,CW2309507,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - 2XM PROJECTS,22/08/2022,"4,709,525.00",AUD,2XM Consult Pty Ltd,95 Pitt Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2303175,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Provision of Vegetation Management Services (SWQ West Moreton section only),27/09/2024,"4,504,773.00",AUD,Biodiversity Australia Pty Ltd,42 Burnside Road Ormeau QLD 4208,NO,NO,OPEN,,,,,,,,CW2320366,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",1720 Locomotive Re-Life Stage 1,17/09/2024,"4,500,000.00",AUD,UGL Rail Services Pty Limited,40 Miller Street North Sydney NSW 2060,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2319720,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2020 ITOPS STATEMENTS OF WORK,12/06/2020,"4,295,893.13",AUD,Dassault Systemes Australia Pty Ltd,"Level 8, 190 St Georges Terrace Perth WA 6000",YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2284076,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - INTERFACE RAIL ENGINEERING,17/08/2022,"4,276,016.00",AUD,Interface Rail Engineering Pty Ltd,470 Collins Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2303197,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 PROVISION OF OEM PARTS AND MAINTENANCE SERVICES (HARSCO),3/12/2024,"4,147,000.00",AUD,Harsco Rail Pty Ltd,PO Box 5287 Brendale QLD 4500,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2317281,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - INFRASTRUCTURE ADVISORY,23/08/2022,"3,508,980.00",AUD,Infrastructure Advisory Group P/L,128 Exhibition Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2303195,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Service and Maintenance of Security and Building Management Systems,8/08/2024,"3,468,088.00",AUD,Honeywell Limited,19 Corporate Drive Cannon Hill QLD 4170,NO,NO,OPEN,,,,,,,,CW2318550,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2024 SAP Software Licence Support and Maintenance,19/11/2024,"3,449,846.10",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2321680,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 ICT Project Delivery Capability Partner,28/08/2024,"3,000,000.00",AUD,Project Partners Corp Pty Ltd,540 Wickham Terrace Fortitude Valley QLD 4006,NO,NO,OPEN,,,,,,,,CW2319500,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - IMU160 SMU260 BOGIE OVERHAUL,13/12/2024,"2,984,067.00",AUD,Downer EDI Rail,PO Box 211 Maryborough QLD 4650,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2321857,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 L-Series Bogie Overhaul Program,19/09/2024,"2,939,140.25",AUD,Wulguru Rail Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,OPEN,,,,,,,,CW2320313,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Provision of Vegetation Management Services (Western and South Western Sections only),20/09/2024,"2,913,238.00",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,OPEN,,,,,,,,CW2320363,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Provision of Vegetation Management Services (Bundaberg to Tamaree),22/08/2024,"2,357,282.00",AUD,Pacific Coast Vegetation Control,PO Box 1192 Cooroibah QLD 4565,NO,NO,OPEN,,,,,,,,CW2319327,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Provision of Vegetation Management Services (Bundaberg to Parana),22/08/2024,"2,210,135.00",AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,OPEN,,,,,,,,CW2319329,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 HVAC Mayne Office Upgrades- A and Upper C Blocks,24/09/2024,"2,025,348.00",AUD,Value Added Asset Management Pty Lt,29 Sudbury Street Darra QLD 4076,NO,NO,LIMITED,Not practical to change supplier,,,,,,,CW2320421,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Supply of Signal Controllers,5/08/2024,"1,972,967.00",AUD,MRD Rail Technologies Pty Ltd,235 South Street Cleveland QLD 4163,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2318100,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 Provision of Signalling Equipment - Hitachi,30/09/2024,"1,900,000.00",AUD,Hitachi Rail STS Australia Pty Ltd,PO Box 1168 Eagle Farm QLD 4009,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2311440,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Provision of OEM Parts and Maintenance Services (Melvelle),30/09/2024,"1,850,000.00",AUD,Melvelle Equipment Corp Pty Ltd,10 Rogilla Close Maryland NSW 2287,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2317266,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 ENSCO OEM MAINTENANCE AND PARTS,9/12/2024,"1,504,533.00",AUD,ENSCO Rail Australia Pty Ltd,158 Francisco Street Belmont WA 6104,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2317364,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 TELECOMMUNICATIONS DATA RADIO SYSTEM SME,7/01/2022,"1,406,975.00",AUD,Omada Rail Pty Ltd,50 McDougall Street Milton QLD 4064,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2298140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 TELECOMMUNICATIONS DATA NETWORKING SME,1/02/2022,"1,406,975.00",AUD,Omada Rail Pty Ltd,50 McDougall Street Milton QLD 4064,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2298134,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2024 ITOPS Support and Maintenance,30/09/2024,"1,307,032.85",AUD,Dassault Systemes Australia Pty Ltd,PO Box 7495 Perth WA 6850,NO,NO,LIMITED,Not practical to change supplier,,,,,,,CW2320577,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 - ELECTRICAL ENGINEER,7/06/2023,"1,171,765.00",AUD,Interface Rail Engineering Pty Ltd,470 Collins Street Melbourne VIC 3000,YES,NO,SELECTIVE,,,,,,,,CW2307119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2024 GARTNER SUBSCRIPTION SERVICES,19/12/2024,"1,142,850.00",AUD,Gartner Australasia Pty Ltd,320 Adelaide St Brisbane QLD 4000,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2322285,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 QR Day of Operations Roster System Software Subscription,26/09/2024,"1,124,581.49",AUD,WFS Australia Pty Ltd,111 Pacific Highway North Sydney NSW 2060,NO,NO,OPEN,,,,,,,,CW2320587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Senior Signal Design Engineer (Reviewer) - Rail Force,8/08/2024,"1,100,000.00",AUD,Rail Force Pty Ltd,PO Box 747 Mt Ommaney QLD 4074,NO,NO,OPEN,,,,,,,,CW2319556,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 PLANT HIRE PANEL - COATES HIRE OPERATIONS PTY LTD,10/12/2024,"1,000,000.00",AUD,Coates Hire Operations Pty Ltd,241 ORiordan Street Mascot NSW 2020,NO,NO,OPEN,,,,,,,,CW2314441,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Plant Hire Panel - Borger Cranes,15/08/2024,"1,000,000.00",AUD,Borger Crane Hire & Rigging Service,40 Kilto Cres Glendenning NSW 2761,NO,NO,OPEN,,,,,,,,CW2314413,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Plant Hire Panel - Lincon Logistics Pty Ltd,15/08/2024,"1,000,000.00",AUD,Lincon Logistics Pty Ltd,PO Box 3363 Darra QLD 4076,NO,NO,OPEN,,,,,,,,CW2314480,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Plant Hire Panel - Berajondo Earthmoving and Haulage,15/08/2024,"1,000,000.00",AUD,Berajondo Earthmoving & Haulage,PO Box 7070 Bundaberg QLD 4670,NO,NO,OPEN,,,,,,,,CW2314488,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Plant Hire Panel - Top View Maintenance,23/09/2024,"1,000,000.00",AUD,Top View Maintenance,170 Edgar Rd MIDGEE QLD 4702,NO,NO,OPEN,,,,,,,,CW2320332,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Plant Hire Panel - Finch Installations,20/09/2024,"1,000,000.00",AUD,Finch Installations Pty Ltd,14 Nolan Street Raceview QLD 4305,NO,NO,OPEN,,,,,,,,CW2320334,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Plant Hire Panel - Thee Plant Specialists Pty Ltd,26/09/2024,"1,000,000.00",AUD,Thee Plant Specialists Pty Ltd,18 Kamholtz Court Molendinar QLD 4214,NO,NO,OPEN,,,,,,,,CW2320842,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/12/2024,"996,512.00",AUD,ENVIREX Group Pty Ltd,PO Box 415 Hamilton VIC 3300,NO,NO,LIMITED,Not practical to change supplier,,,,,,,4502872954,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC- 2023 Inventory Forecasting and Optimisation,31/10/2024,"977,149.00",AUD,b2wise,3 Amy Close Wyong NSW 2259,NO,NO,OPEN,,,,,,,,CW2308932,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2015 PROJECT CONSULTANCY - ROETTGEN (ORIGINALLY CW2241929),26/08/2015,"956,442.72",AUD,AECOM Australia Pty Ltd,PO Box 1307 Fortitude Valley QLD 4006,YES,NO,OPEN,,,,,,,,CW2314643,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Culvert Renewals NCL North,28/10/2024,"943,708.00",AUD,Joe Wagner Group Pty Ltd,523 Boundary Street Toowoomba QLD 4350,NO,NO,SELECTIVE,,,,,,,,CW2320202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 STRATEGIC PROJECTS INTERFACE MANAGER,12/05/2023,"891,072.00",AUD,Collaborative delivery partners P/L,97 Hudsons Road Spotswood VIC 3015,YES,NO,LIMITED,Not practical to change supplier,,,,,,,CW2308990,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Senior Signal Design Engineer (Reviewer) (Prev Type 10) - Tactix,8/08/2024,"876,000.00",AUD,Tactix Group Pty Ltd,80 George Street The Rocks NSW 2000,NO,NO,OPEN,,,,,,,,CW2319560,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 PROVISION OF CATEGORY STRATEGY DEVELOPMENT AND CAPABILITY UPLIFT FOR ICT AND CORPORATE SERVICES,9/07/2024,"808,227.00",AUD,MinterEllison Consulting Pty Limite,1 Farrer Place Sydney NSW 2000,YES,NO,SELECTIVE,,,,,,,,CW2316896,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Telecom Copper Cable Replacement,20/08/2024,"774,535.00",AUD,Joe Wagner Group Pty Ltd,523 Boundary Street Toowoomba QLD 4350,NO,NO,SELECTIVE,,,,,,,,CW2319921,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - ROBERT WALTERS PTY LTD,30/05/2020,"774,000.00",AUD,Robert Walters Pty Ltd,385 Bourke Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2287198,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2025 SAP Success Factors Subscription,28/11/2024,"770,155.60",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2321932,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 TRANSPORT SERVICES PANEL - DANNY FORBES TRANSPORT PTY LTD,18/12/2024,"700,000.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,OPEN,,,,,,,,CW2322163,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Portsmith Train Presentation Attendants (TPA) Amenities Replacement,9/09/2024,"624,373.00",AUD,WILPAH Pty Ltd,12 Gregory Street Westcourt QLD 4870,NO,NO,OPEN,,,,,,,,CW2320351,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2021 CIVIL, STRUCTURAL, ENGINEERING AND INVESTIGATIVE SERVICES PANEL - MOTT MACDONALD AUSTRALIA PTY LIMITED",25/03/2022,"614,664.00",AUD,Mott MacDonald Australia,PO Box 1460 Brisbane  4000,YES,NO,OPEN,,,,,,,,CW2298892,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Senior Signal Design Engineer (Reviewer) - JMD Railtech,8/08/2024,"568,000.00",AUD,JMDR Engineering Pty Ltd,51 Druitt Street Sydney NSW 2000,NO,NO,OPEN,,,,,,,,CW2319680,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 Provision of Expense Management System Licences - Concur,23/09/2024,"532,453.28",AUD,Concur Holdings (Netherlands) B.V,Barbara Strozzilaan 101 HN Amsterdam The Netherlands 1 1083,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2320755,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 ETCS TCSE SUPPORT,25/07/2024,"532,272.00",AUD,Omada Rail Pty Ltd,50 McDougall Street Milton QLD 4064,YES,NO,SELECTIVE,,,,,,,,CW2318008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 QR General Psychometric Assessment,9/09/2024,"526,500.00",AUD,Davidson HR Consulting Pty Ltd,GPO Box 2572 Brisbane QLD 4000,NO,NO,OPEN,,,,,,,,CW2311754,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Career Connector Employee Support,22/08/2024,"496,690.00",AUD,Korn Ferry International Pty Ltd,88 Phillip Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2315843,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Supply of Asset Monitoring Camera and Communications Components,29/11/2024,"483,097.00",AUD,Madison Technologies,61 Metroplex Avenue Murarrie QLD 4172,NO,NO,,,,,,,,,CW2320628,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Recruiter Licenses,23/09/2024,"467,177.00",AUD,Linkedin Singapore Pte Ltd,1 Martin Place Sydney NSW 2000,NO,NO,,,,,,,,,CW2320637,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Contract Manager Specialist,16/10/2024,"434,439.00",AUD,TSA Management Pty Ltd,207 Kent Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2319469,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - INDOOROOPILLY BRIDGE PAINTING Â€“ INDEPENDENT CONSULTANT AND COATING INSPECTOR,10/12/2024,"418,698.82",AUD,AECOM Australia Pty Ltd,PO Box 5971 Cairns QLD 4870,NO,NO,,,,,,,,,CW2321974,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG Legal Services Panel - Gadens,2/09/2024,"409,613.02",AUD,Gadens Lawyers,447 Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,CW2320411,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Turbot St Anti-Throw Screens,5/09/2024,"406,400.00",AUD,Ryno Fencing,PO Box 3386 Bracken Ridge QLD 4017,NO,NO,,,,,,,,,CW2317347,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 SIMS SaaS and Ongoing Support,19/09/2024,"405,508.00",AUD,Objective RegTech Pty Limited,Enterprise One Innovation Campus North Woollongong NSW 2500,NO,NO,,,,,,,,,CW2320773,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Cannon Hill Station Building Design,17/09/2024,"402,153.00",AUD,PDT Architects,345 Queen Street Brisbanel QLD 4000,NO,NO,,,,,,,,,CW2319768,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WoG GGS0060 Temporary and Contracted Workers - Michael Page International (Australia) Pty Ltd,29/10/2024,"400,000.00",AUD,Michael Page International,9 Castlereagh Street Castlereagh NSW 2000,NO,NO,,,,,,,,,CW2321462,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WoG Temporary and Contracted Workers - Mura Connect Pty Ltd,31/10/2024,"400,000.00",AUD,Mura Connect Pty Ltd,111 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2321464,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Procurement and Supply Chain Transformation â€“ Supply Chain Operating Model 2,3/10/2024,"398,765.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2321035,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,3/12/2024,"398,750.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502869098,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 RMS2 Regional Remote Signalling Design Services - Systra Rail Systems Australia,20/08/2024,"397,907.40",AUD,Rail Systems Australia,PO Box 7063 Cloisters Square PO WA 6850,NO,NO,,,,,,,,,CW2320013,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Cost Estimator (Signalling) - Jacobs,1/10/2024,"384,000.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,NO,NO,,,,,,,,,CW2320730,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QRC - 2023 GENERATIVE AI POC,28/07/2023,"361,000.00",AUD,Time Under Tension Pty Ltd,7 Maxwell Street Northcote QLD 3070,YES,NO,,,,,,,,,CW2310169,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 SAP Payroll Professional Services,29/11/2024,"300,000.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2321999,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Mental Health Co-Deployment Services Agreement,25/11/2024,"280,000.00",AUD,Metro South Health,2404 Logan Road Eight Mile Plains QLD 4113,NO,NO,,,,,,,,,CW2321963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - B.06691 Independent Safety Assessor (ISA),29/08/2024,"279,864.00",AUD,Systra ANZ Pty Ltd,2 Chifley Square Sydney NSW 2000,NO,NO,,,,,,,,,CW2318916,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/02/2023,"275,000.00",AUD,Lockton Companies Australia Pty Ltd,297 Clarence Street Sydney NSW 2000,YES,NO,,,,,,,,,4502627807,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,23/12/2024,"270,094.00",AUD,Atco Structures,55 Tonka Street Luscombe QLD 4211,NO,NO,,,,,,,,,4502873876,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - QRWomen External Program Provider,6/11/2024,"257,000.00",AUD,QUT Accounts Receivable,88 Musk Avenue  Level 2 Kelvin Grove QLD 4059,NO,NO,,,,,,,,,CW2319383,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2024 SAP Software Licence True Up,9/10/2024,"255,123.31",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,,,,,,,,,CW2319254,,,,,
