Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,15/04/2024,"17,864.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502786388,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,12/04/2024,"17,814.50",AUD,Cushman & Wakefield,"Level 9, 385 Bourke Street Melbourne VIC 3000",NO,NO,,,,,,,,,4502786091,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/04/2024,"17,564.80",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502787084,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/04/2024,"17,387.45",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502787859,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/04/2024,"17,338.00",AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502784881,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,16/04/2024,"17,300.80",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502786508,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,18/04/2024,"17,232.80",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050489457,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE CONTAINER,9/04/2024,"16,963.41",AUD,Royal Wolf Trading,PO Box 161 Banyo QLD 4014,NO,NO,,,,,,,,,4502785468,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,10/04/2024,"16,896.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502785713,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PREFAB STRUCT SCAFF,17/04/2024,"16,703.50",AUD,Instant Alloy Scaffolding Services,PO Box 2373 Cairns North QLD 4870,NO,NO,,,,,,,,,4502786790,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/04/2024,"16,375.43",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502787945,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/04/2024,"16,312.34",AUD,Aggreko,18 Bivouac Place Wacol QLD 4076,NO,NO,,,,,,,,,4502787343,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,2/04/2024,"16,226.89",AUD,Mobile Test N Cal Australia Pty Ltd,28 Staple Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502784393,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,23/04/2024,"16,170.00",AUD,Origin Fencing Pty Ltd,PO Box 7157 Hemmant QLD 4174,NO,NO,,,,,,,,,4502787742,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,29/04/2024,"16,170.00",AUD,South East Electrical,23-25 Scribbly Gum Court New Beith QLD 4124,NO,NO,,,,,,,,,4502791334,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/04/2024,"16,079.80",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502784708,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/04/2024,"16,061.38",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502793126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/04/2024,"16,039.36",AUD,Metalcorp Steel,20 Fairbairn Place Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502787782,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,25/11/2021,"16,038.70",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502484000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECT WIRE PWR EQUIP,24/04/2024,"16,025.35",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502787854,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/04/2024,"16,016.00",AUD,Mektronics Australia Pty Ltd,8 Bonz Place Seven Hills NSW 2147,NO,NO,,,,,,,,,4502785317,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,5/04/2024,"16,005.00",AUD,Blue Ocean Industries Pty Ltd,1154 South Pine Road Arana Hills QLD 4054,NO,NO,,,,,,,,,4502785068,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,9/04/2024,"15,978.16",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502785633,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/04/2024,"15,752.00",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502787262,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/04/2024,"15,724.87",AUD,Aggreko,18 Bivouac Place Wacol QLD 4076,NO,NO,,,,,,,,,4502787451,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/04/2024,"15,678.08",AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502787292,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,9/02/2023,"15,509.93",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502629101,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,21/08/2023,"15,509.93",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502698364,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/04/2024,"15,444.00",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,NO,NO,,,,,,,,,4502787000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/04/2024,"15,444.00",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,NO,NO,,,,,,,,,4502786938,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","METAL BARS,SHT/SHAPE",15/04/2024,"15,378.00",AUD,Webforge Locker,2 Cojo Place Dandenong South VIC 3175,NO,NO,,,,,,,,,4502786410,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,23/04/2024,"15,364.80",AUD,Graffiti - Enz,194 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502787573,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,2/04/2024,"15,246.00",AUD,Performance Tower Hire Pty Ltd,38-40 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502784363,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL FABR MATLS,4/04/2024,"15,180.00",AUD,Svenska Kj,D303/ 780 Bourke Street Redfern QLD 2016,NO,NO,,,,,,,,,4502784982,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/04/2024,"15,022.00",AUD,Traffic Management Australia P/L,35/28 Burnside Road Ormeau QLD 4208,NO,NO,,,,,,,,,4502787911,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,26/04/2024,"14,911.64",AUD,Stenhouse Lifting & Safety Solution,4 Christensen Road Yatala QLD 4207,NO,NO,,,,,,,,,4502788070,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,24/04/2024,"14,898.95",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502787851,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/04/2024,"14,895.10",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502785319,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/04/2024,"14,817.00",AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502786078,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/04/2024,"14,811.50",AUD,Oz Earthmoving Pty Ltd,PO Box 1344 Walkamin QLD 4872,NO,NO,,,,,,,,,4502786743,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/04/2024,"14,696.00",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502785452,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,19/04/2024,"14,674.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502787197,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/04/2024,"14,584.81",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502784737,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/04/2024,"14,490.30",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502787860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,13/02/2024,"14,487.00",AUD,Alligator Mobile Welding,PO Box 476 Alligator Creek QLD 4816,YES,NO,,,,,,,,,4502763850,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/04/2024,"14,283.50",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502794320,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/04/2024,"14,263.70",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502794484,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,11/04/2024,"14,157.00",AUD,Origin Fencing Pty Ltd,PO Box 7157 Hemmant QLD 4174,NO,NO,,,,,,,,,4502786025,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,5/04/2024,"14,091.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502785112,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,30/04/2024,"14,085.19",AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502794597,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,29/04/2024,"13,975.50",AUD,JL & JM Sypher Family Trust,Glenmyra Station Alpha QLD 4724,NO,NO,,,,,,,,,4502791049,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,4/04/2024,"13,880.88",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050488714,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,18/04/2024,"13,850.87",AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,,4502787131,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,10/04/2024,"13,757.55",AUD,Workfast Infrastructure Pty Ltd,4B Lord Street Botany NSW 2019,NO,NO,,,,,,,,,4502785765,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/04/2024,"13,706.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502794418,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,18/04/2024,"13,420.00",AUD,Rivercity Maintenance Service P/L,PO Box 801 Albion QLD 4010,NO,NO,,,,,,,,,4502787166,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,3/04/2024,"13,419.00",AUD,Machinery Inspection Services,134 Peel Road Ningi QLD 4511,NO,NO,,,,,,,,,4502784799,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/04/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502785412,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/04/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502786658,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/04/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502786653,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,19/04/2024,"13,028.40",AUD,Computer Alliance Pty Ltd,PO Box 75 Mount Gravatt QLD 4122,NO,NO,,,,,,,,,4502787185,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,8/04/2024,"12,929.40",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502785287,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/04/2024,"12,848.00",AUD,Secure Fencing,PO Box 1649 Aitkenvale QLD 4814,NO,NO,,,,,,,,,4502785323,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,9/04/2024,"12,800.81",AUD,B & S Hydraulics Pty Ltd,PO Box 176 Virginia QLD 4014,NO,NO,,,,,,,,,4502785587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,11/04/2024,"12,773.61",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050489087,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,15/04/2024,"12,595.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502786354,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/04/2024,"12,584.00",AUD,Hyteco PrimeHyd,471 Victoria Road Malaga WA 6090,NO,NO,,,,,,,,,4502791052,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CHEMS AND GASES,12/04/2024,"12,518.00",AUD,Cleanstream Technologies Pty Ltd,7 Endeavour Road Caringbah NSW 2229,NO,NO,,,,,,,,,4502786122,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,8/04/2024,"12,499.61",AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502785433,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/04/2024,"12,375.00",AUD,Knisco Development Solutions Pty Lt,689 Ann Street Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502788019,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,8/03/2024,"12,369.78",AUD,Noske Rail Pty Limited,3 Walker Place Wetherill Park QLD 2164,YES,NO,,,,,,,,,4502774855,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794547,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794559,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794563,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794566,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794568,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794569,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794571,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794565,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794570,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/04/2024,"12,351.57",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502794558,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,9/04/2024,"12,210.00",AUD,Instant Alloy Scaffolding Services,PO Box 2373 Cairns North QLD 4870,NO,NO,,,,,,,,,4502785494,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,29/04/2024,"12,190.20",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050489924,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,5/04/2024,"12,105.46",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502785109,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/04/2024,"11,976.80",AUD,Freudenberg Sealing Technologies Pt,42 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502786393,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/04/2024,"11,968.00",AUD,MinStaff Survey Pty Ltd,PO Box 974 Toowoomba QLD 4350,NO,NO,,,,,,,,,4502787228,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/04/2024,"11,935.00",AUD,Acran Sound Control Pty Ltd,127 Bandara Street Richlands QLD 4077,NO,NO,,,,,,,,,4502785509,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,15/04/2024,"11,905.67",AUD,OE Elsafe,29 Links Road Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502786443,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,11/04/2024,"11,771.10",AUD,Incident Zero Pty Ltd,23 June Street Coffs Harbour NSW 2251,NO,NO,,,,,,,,,4502785930,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,23/04/2024,"11,640.20",AUD,Express Pallets & Crates,65-71 Boundary Road Deception Bay QLD 4508,NO,NO,,,,,,,,,4502787689,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,26/04/2024,"11,605.00",AUD,Alfa Test,PO Box 229 Salisbury QLD 4107,NO,NO,,,,,,,,,4502788871,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/04/2024,"11,590.70",AUD,IBISWorld Pty Ltd,1 Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502786852,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TEXTILES & TENTS,4/04/2024,"11,357.50",AUD,Coman Textiles Pty Ltd,PO Box 485 Springwood QLD 4127,NO,NO,,,,,,,,,4502784979,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TEXTILES & TENTS,4/04/2024,"11,121.00",AUD,Coman Textiles Pty Ltd,PO Box 485 Springwood QLD 4127,NO,NO,,,,,,,,,4502784974,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/04/2024,"11,055.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502786235,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,11/04/2024,"11,000.00",AUD,Boodle's Sand & Gravel,PO Box 280 Chinchilla QLD 4413,NO,NO,,,,,,,,,4502785911,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MEASURING TOOLS,29/04/2024,"10,977.35",AUD,Mobile Test N Cal Australia Pty Ltd,28 Staple Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502793123,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,10/04/2024,"10,972.50",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,,4502785712,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/04/2024,"10,780.00",AUD,Niksar Australia Pty Ltd,881 Princess Highway Springvale VIC 3171,NO,NO,,,,,,,,,4502785823,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,30/04/2024,"10,670.00",AUD,Coops (Qld) Constructions Pty Ltd,PO Box 422 Oakey QLD 4401,NO,NO,,,,,,,,,4502794429,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,16/04/2024,"10,653.67",AUD,Ashdown - Ingram,2/124 Beatty Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502786669,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,18/04/2024,"10,648.00",AUD,Global Sands Pty Ltd,PO Box 10 Taigum QLD 4018,NO,NO,,,,,,,,,4502786990,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,24/04/2024,"10,617.20",AUD,MRWED Training & Assessment,Po Box 325 Caboolture QLD 4510,NO,NO,,,,,,,,,4502787970,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PUMPS & COMPRESSORS,11/04/2024,"10,552.61",AUD,Fluid Precision Pty Ltd,85 Kabi Circuit Deception Bay QLD 4508,NO,NO,,,,,,,,,4502785985,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,8/04/2024,"10,494.00",AUD,Bellingham & Company,PO Box 1251 Warwick QLD 4370,NO,NO,,,,,,,,,4502785313,,,,,
