Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,29/03/2021,"22,077.00",AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,4502413237,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,16/03/2021,"22,000.00",AUD,CAREER SHIFT PTY LTD,12/40 BLACKWOOD STREET MITCHELTON QLD 4053,NO,NO,,,,,,,,4502407248,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/03/2021,"22,000.00",AUD,GradConnection Pty Ltd,3/F 11 York Street Sydney NSW 2000,NO,NO,,,,,,,,4502407739,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,25/03/2021,"22,000.00",AUD,Lee Hecht Harrison Pty Ltd,PO Box 3016 Brisbane QLD 4000,NO,NO,,,,,,,,4502410490,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/03/2021,"22,000.00",AUD,KPMG Forensic Pty Ltd,PO Box 223 Brisbane QLD 4001,NO,NO,,,,,,,,4502410659,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",10/03/2021,"21,963.81",AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,NO,NO,,,,,,,,4502406123,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/03/2021,"21,450.00",AUD,Austitch Embroidery / Logomotif,193 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,4502405422,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,16/02/2021,"21,128.80",AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,YES,NO,,,,,,,,4502398195,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/03/2021,"21,118.35",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,4502405365,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,23/03/2021,"21,005.60",AUD,River Aus Construction,12 Billabong Street Stafford QLD 4053,NO,NO,,,,,,,,4502408994,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",5/03/2021,"20,884.05",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,4502405562,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,5/03/2021,"20,845.00",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,4502405510,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FURNITURE,5/03/2021,"20,647.00",AUD,UCI (Qld) Pty Ltd,3 Primrose Street Bowen Hills QLD 4006,NO,NO,,,,,,,,4502405575,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/03/2021,"20,640.55",AUD,Penske Power Systems,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,4502406749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/03/2021,"20,640.55",AUD,Penske Power Systems,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,4502406907,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/03/2021,"20,350.00",AUD,Westray Engineering,PO Box 2222 Caringbah NSW 2229,NO,NO,,,,,,,,4502412380,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,12/03/2021,"20,320.50",AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,4502406615,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,15/03/2021,"19,852.80",AUD,Imtram Pty Ltd,PO Box 4460 Ringwood VIC 3134,NO,NO,,,,,,,,4502406903,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/03/2021,"19,800.00",AUD,SLR Consulting Australia Pty Ltd,2 Lincoln Street Lane Cove NSW 2066,NO,NO,,,,,,,,4502406648,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/03/2021,"19,800.00",AUD,Westray Engineering,PO Box 2222 Caringbah NSW 2229,NO,NO,,,,,,,,4502407018,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,16/03/2021,"19,756.00",AUD,Engineering Education Australia,600 Bourke Street Melbourne VIC 3000,NO,NO,,,,,,,,4502407244,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICES,25/11/2020,"19,700.00",AUD,PTW Architects,88 Phillip Street Sydney NSW 2000,NO,NO,,,,,,,,CW2291663,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/03/2021,"19,662.50",AUD,Vertiv (Australia) Pty Ltd,50 Borthwick Avenue Murarrie QLD 4172,NO,NO,,,,,,,,4502408650,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,12/03/2021,"19,536.99",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,4502406752,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/03/2021,"19,078.16",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,4502404825,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,5/03/2021,"19,041.00",AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,4502405567,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,31/03/2021,"19,030.00",AUD,Australian Rail Technology Pty Ltd,10 Brennan Close Hornsby NSW 2077,NO,NO,,,,,,,,4502413690,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,25/03/2021,"18,837.50",AUD,Global Sands Pty Ltd,PO Box 10 Taigum QLD 4018,NO,NO,,,,,,,,4502410348,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/03/2021,"18,480.00",AUD,Austitch Embroidery / Logomotif,193 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,4502405424,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/10/2020,"18,445.08",AUD,Yamate Pty Ltd,PO Box 191 Toowoomba QLD 4350,YES,NO,,,,,,,,4502367274,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/03/2021,"18,397.50",AUD,Huber & Suhner (Aust) Pty Ltd,PO Box 6201 Frenchs Forest NSW 2086,NO,NO,,,,,,,,4502413385,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,22/03/2021,"18,172.00",AUD,Webforge Locker,2 Cojo Place Dandenong South VIC 3175,NO,NO,,,,,,,,4502408848,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,9/03/2021,"18,150.00",AUD,Explore Careers,675 Falloons Road Ashbourne VIC 3442,NO,NO,,,,,,,,4502406009,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/03/2021,"18,150.00",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,4502408957,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,10/03/2021,"17,910.20",AUD,Hibbo's Concrete Cutting Pty Ltd,22 Whiteside Road Whiteside QLD 4503,NO,NO,,,,,,,,4502406145,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,31/03/2021,"17,817.58",AUD,Bullivants Pty Ltd,PO Box 374 Acacia Ridge QLD 4110,NO,NO,,,,,,,,4502413661,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,25/03/2021,"17,723.38",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,4502410431,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,15/03/2021,"17,716.60",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,4502406982,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,1/03/2021,"17,600.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,4502404624,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/03/2021,"17,600.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,4502408892,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,3/03/2021,"17,440.50",AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,4502405126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,25/03/2021,"17,354.70",AUD,Woodtech Engineering Pty Ltd,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,4502410485,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",17/03/2021,"17,172.24",AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,4502407525,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/03/2021,"17,094.00",AUD,MV Technology Solutions Pty Ltd,PO Box 2340 Taren Point NSW 2229,NO,NO,,,,,,,,4502406134,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,22/03/2021,"16,885.00",AUD,Alex's General Property Maintenance,PO Box 9486 Wilsonton QLD 4350,NO,NO,,,,,,,,4502408846,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/03/2021,"16,858.71",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,4502407712,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,12/03/2021,"16,799.64",AUD,DLPC Pty Ltd,PO Box 251 Capalaba QLD 4157,NO,NO,,,,,,,,4502406698,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/03/2021,"16,669.40",AUD,AMPControl Transformors Pty Ltd,PO Box 247 Tomago NSW 2322,NO,NO,,,,,,,,4502413715,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/03/2021,"16,500.00",AUD,ASH Mobile Painting Service,12 Creek Street Pentland QLD 4816,NO,NO,,,,,,,,4502406782,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/03/2021,"16,500.00",AUD,Planet Ark Power,160 Samford Road Enoggera QLD 4051,NO,NO,,,,,,,,4502410648,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/03/2021,"16,500.00",AUD,Action Corrosion Pty Ltd,18 Industry Drive Tweed Heads South NSW 2486,NO,NO,,,,,,,,4502413187,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/03/2021,"16,457.21",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,4502407808,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,16/03/2021,"16,453.80",AUD,Woodtech Engineering Pty Ltd,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,4502407160,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/03/2021,"16,104.00",AUD,Exide Australia Pty Ltd,293 Camberwell Road Camberwell VIC 3124,NO,NO,,,,,,,,4502406745,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/03/2021,"15,950.00",AUD,Austitch Embroidery / Logomotif,193 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,4502405423,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,9/03/2021,"15,730.00",AUD,Soil Surveys Engineering Pty Ltd,PO Box 317 Milton QLD 4064,NO,NO,,,,,,,,4502405842,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/03/2021,"15,400.00",AUD,UES (INTL) Pty Ltd,36 Pritchard Road Virginia QLD 4014,NO,NO,,,,,,,,4502406152,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",27/05/2020,"15,392.69",AUD,Mt Marrow Blue Metal,237 Mt Marrow Quarry Road Haigslea QLD 4306,YES,NO,,,,,,,,4502324032,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/03/2021,"15,338.40",AUD,CSE-Uniserve Pty Ltd,PO Box 6166 Northwest NSW 2153,NO,NO,,,,,,,,4502404911,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,8/03/2021,"15,262.50",AUD,JR & LM Trackson Pty Ltd,22 Walker Street Townsville QLD 4810,NO,NO,,,,,,,,4502405792,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,24/03/2021,"15,206.40",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,4502410264,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/03/2021,"15,180.00",AUD,M&P Services (Qld) Pty Ltd,PO Box 3140 Paget QLD 4740,NO,NO,,,,,,,,4502404934,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PC PURCHASE,3/03/2021,"15,139.30",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,4502405138,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/03/2021,"14,861.00",AUD,Safety Wise Solutions Pty Ltd,413 Doncaster Road DONCASTER VIC 3108,NO,NO,,,,,,,,4502404509,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,2/03/2021,"14,799.84",AUD,SJP Access Pty Ltd,50-54 Sanctuary Drive Mount Cotton QLD 4165,NO,NO,,,,,,,,4502404742,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,23/03/2021,"14,735.29",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,4502410017,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/03/2021,"14,635.50",AUD,Gold Creek Engineers Australia,10 Keryn Pl Keperra QLD 4054,NO,NO,,,,,,,,4502406192,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,11/03/2021,"14,453.38",AUD,Power On Australia Pty Ltd,256 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,4502406488,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV GARDEN/LANDSCAP,9/03/2021,"14,424.37",AUD,National Measurement Institute,36 Bradfield Road West Lindfield QLD 2070,NO,NO,,,,,,,,4502405850,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,4/03/2021,"14,360.28",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,4502405442,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,12/03/2021,"14,288.00",AUD,Great Value Holidays Pty Ltd,PO Box 366 Upper Coomera QLD 4209,NO,NO,,,,,,,,4502406736,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,31/03/2021,"13,835.14",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,4502413558,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,4/03/2021,"13,800.00",AUD,Jenagar Pty Ltd,PO Box 1905 Charters Towers QLD 4820,NO,NO,,,,,,,,4502405416,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", FENCING CONTRACTS,10/03/2021,"13,799.59",AUD,Nutrien Ag Solutions,21 Youngman Street Kingaroy QLD 4610,NO,NO,,,,,,,,4502406076,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,2/03/2021,"13,750.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,4502404830,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,10/03/2021,"13,750.00",AUD,Machinery Inspection Services,134 Peel Road Ningi QLD 4511,NO,NO,,,,,,,,4502406219,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/10/2020,"13,728.00",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,4502361973,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ADVERTISING & GRAP,4/03/2021,"13,631.20",AUD,Torch Media Pty Ltd,locked Bag 2225 St Leonards NSW 2065,NO,NO,,,,,,,,4502405239,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,18/03/2021,"13,631.20",AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,4050432708,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/03/2021,"13,508.00",AUD,Byrne Surveyors Pty Ltd,PO Box 861 Toowoomba QLD 4350,NO,NO,,,,,,,,4502408801,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/03/2021,"13,319.40",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,4502412433,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/03/2021,"13,310.00",AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,4502410112,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/03/2021,"13,242.33",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,4502407391,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",17/03/2021,"13,189.79",AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,4502407428,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/03/2021,"12,958.00",AUD,Height Dynamics Pty Ltd,PO Box 527 Albion QLD 4010,NO,NO,,,,,,,,4502409006,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/03/2021,"12,913.56",AUD,Prime Composites Aust Pty Ltd,38 Kendor Street Arundel QLD 4214,NO,NO,,,,,,,,4502413532,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",3/03/2021,"12,585.41",AUD,Wongabel Quarries N Concrete,PO Box 1336 Atherton QLD 4883,NO,NO,,,,,,,,4502405065,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,25/03/2021,"12,562.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,4502410368,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/03/2021,"12,375.00",AUD,Ross Equipment (Aust) Pty Ltd,1 Jubilee Avenue Warriewood NSW 2102,NO,NO,,,,,,,,4502406353,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,25/03/2021,"12,375.00",AUD,Jasmond Transport Pty Ltd,495 Anzac Avenue Toowoomba QLD 4350,NO,NO,,,,,,,,4502410519,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/03/2021,"12,323.81",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,4502408676,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,23/03/2021,"12,265.00",AUD,Huber & Suhner (Aust) Pty Ltd,PO Box 6201 Frenchs Forest NSW 2086,NO,NO,,,,,,,,4502409998,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/03/2021,"12,100.00",AUD,Action Corrosion Pty Ltd,18 Industry Drive Tweed Heads South NSW 2486,NO,NO,,,,,,,,4502413185,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FURNITURE,10/03/2021,"11,962.50",AUD,UCI (Qld) Pty Ltd,3 Primrose Street Bowen Hills QLD 4006,NO,NO,,,,,,,,4502406275,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/03/2021,"11,958.65",AUD,Hyteco (Aust) Pty Ltd,PO Box 5141 Brendale QLD 4500,NO,NO,,,,,,,,4502405962,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,17/03/2021,"11,880.00",AUD,Emerald Coaches Pty Ltd,PO Box 625 Emerald QLD 4720,NO,NO,,,,,,,,4502407506,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/03/2021,"11,858.00",AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,4502412426,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,17/03/2021,"11,838.75",AUD,Polycorp Ltd,33 York Street West Elora ON N0B 0B4,NO,NO,,,,,,,,4502407401,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,9/03/2021,"11,824.45",AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,4502405888,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,18/03/2021,"11,770.00",AUD,12D Solutions Pty Ltd,5 Vuko Place Warriewood NSW 2102,NO,NO,,,,,,,,4502407738,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/02/2021,"11,547.81",AUD,HI Fraser Pty Ltd,27a Stockdale Road O'Connor WA 6163,YES,NO,,,,,,,,4502396473,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", FENCING CONTRACTS,10/03/2021,"11,499.03",AUD,Nutrien Ag Solutions,21 Youngman Street Kingaroy QLD 4610,NO,NO,,,,,,,,4502406077,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/03/2021,"11,451.00",AUD,Origin Fencing Pty Ltd,PO Box 7157 Hemmant QLD 4174,NO,NO,,,,,,,,4502406437,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,29/03/2021,"11,374.94",AUD,Ground Support Systems (Australia),200 Adelaide Terrace East Perth WA 6004,NO,NO,,,,,,,,4502410771,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,25/03/2021,"11,349.00",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,4050433114,,,,,
